"George Mason University Department of Police & Public Safety DAILY CRIME AND FIRE LOG January 2017",,,,,,
"Tuesday, January 31, 2017",,,,,,
"Sunday, March 26, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/26/2017,9:17 PM,3/26/2017,9:17 PM,Piedmont Hall,"2017-003981 / Extortion / Fraud. Complainant (Non-GMU) reported being avictim of a scam involving extortion. (47/Bietsch)",Closed
3/26/2017,12:04 AM,3/26/2017,12:04 AM,"Original Building(ArlingtonCampus)","2017-003943 / Burglary. Subject (Non-GMU) was arrested and transported toArlington County Adult Detention Center for unlawfully entering a building tocommit a larceny. (58/Crice)","Cleared byArrest"
"Saturday, March 25, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",,,,,2017-003927 / Theft from Building. Complainant (Non-GMU) reported the theft of,
"",,,7:30 PM -,Aquatic and,,
3/25/2017,3:53 PM,3/22/2017,,,an unattended bag from an unsecured location. Case referred to Criminal,Pending
"",,,7:50 PM,Fitness Center,,
"",,,,,Investigations Division. (23/Willis),
"",,,,,2017-003922 / Stalking / Intimidation. Complainant (GMU) reported receiving,
3/25/2017,12:39 PM,3/25/2017,12:39 PM,Fairfax Campus,threatening messages from a known subject (Non-GMU) on multiple occasions.,Pending
"",,,,,(16/Hensley),
"",,,,,2017-003911 / Drug/Narcotic Violations / Drug Equipment Violations / Liquor,
"",,,,,Law Violations. Subject (Non-GMU) was issued a releasable summons for,Cleared by
3/25/2017,1:18 AM,3/25/2017,1:18 AM,Metered Lot,,
"",,,,,"possessing illegal drugs, drug equipment, and alcohol while under age 21.",Summons
"",,,,,(14/Stampfel),
"",,,,,2017-003909 / Liquor Law Violations / Drunkenness. Five subjects (GMU) were,
"",,,,Presidents Park,,Referred to
3/25/2017,12:29 AM,3/25/2017,12:29 AM,,referred to Office of Student Conduct (OSC) for being highly intoxicated in public,
"",,,,Drive,,OSC
"",,,,,while under age 21. (58/Crice),
"",,,,,"Friday, March 24, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-003877 / Sexual Assault / Rape. Complainant (Non-GMU) reported being,
3/24/2017,1:09 PM,3/18/2017,9:15 PM,Near Lot C,sexually assaulted by two unknown subjects. Case referred to Criminal,Pending
"",,,,,Investigations Division. (19/Dean),
"",,,,,"Thursday, March 23, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,Police and Safety,2017-003849 / Possession of Fictitious ID. Subject (GMU) was referred to Office of,Referred to
3/23/2017,7:27 PM,3/23/2017,7:27 PM,,,
"",,,,Headquarters,Student Conduct (OSC) for possessing a fictitious identification card. (56/Hagenow),OSC
"",,,,,2017-003845 / Theft from Building. Complainant (GMU) reported the theft of a,
3/23/2017,5:32 PM,3/23/2017,4:20 PM,Starbucks,purse from an unsecured location. Case referred to Criminal Investigations,Unfounded
"",,,,,Division. (46/Morrison),
"",,,,,2017-003804 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,
"",,,,,,Referred to
3/23/2017,1:43 AM,3/23/2017,1:43 AM,Dominion Hall,(GMU) was referred to Office of Student Conduct (OSC) for possessing illegal drugs,
"",,,,,,OSC
"",,,,,and drug equipment. (38/Rourke),
"",,,,,2017-003802 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,Cleared by
"",,,,,(GMU) was issued a releasable summons for possessing illegal drugs and drug,Summons /
3/23/2017,1:26 AM,3/23/2017,1:26 AM,Whitetop,,
"",,,,,equipment. Four other subjects (GMU) were referred to Office of Student Conduct,Referred to
"",,,,,(OSC) for the same offense. (46/Morrison),OSC
"",,,,,"Wednesday, March 22, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,Fairfax Campus /,,
"",,,,2017-003765 / Intimidation. Complainant (GMU) reported a dispute being a,,Referred to
3/22/2017,1:29 PM,3/22/2017,1:29 PM,Off-campus,,
"",,,,roommate (GMU). Case referred to Office of Student Conduct (OSC). (42/Taylor),,OSC
"",,,,residence,,
"",,,,"Tuesday, March 21, 2017",,
"",Report,Incident,Incident,,,
Report Date,,,,Location Case Number / Nature of Case / Brief Description / Officer Unit ID,,Status
"",Time,Date,Time,,,
"",,,,Robinson Hall B & 2017-003724 / Burglary. Complainant (GMU) reported the theft of textbooks from,,
3/21/2017,9:58 PM,3/21/2017,9:58 PM,,,Pending
"",,,,David King Hall multiple offices. (14/Stampfel),,
"",,,2:36 PM -,2017-003720 / Theft from Building. Complainant (GMU) reported the theft of,,
3/21/2017,7:46 PM,3/21/2017,,Hampton Roads,,Pending
"",,,7:46 PM,unattended decorations from an unsecured location. (54/King),,
"",,3/17/2017 -,Multiple,Panera (Johnson 2017-003716 / Stalking. Complainant (GMU) reported receiving unwanted contact,,Referred to
3/21/2017,4:53 PM,,,,,
"",,3/21/2017,Times,Center) from an unknown subject on multiple occasions. (43/Blevins),,Title IX
"",,,,"Monday, March 20, 2017",,
"",Report,Incident,Incident,,,
Report Date,,,,Location Case Number / Nature of Case / Brief Description / Officer Unit ID,,Status
"",Time,Date,Time,,,
"",,,,Police and Safety 2017-003687 / Drug/Narcotic Violations. Officer confiscated illegal drugs.,,Information
3/20/2017,11:02 PM,3/20/2017,11:02 PM,,,
"",,,,Headquarters (41/Alfaro),,Only
"",,,,Police and Safety 2017-003686 / Drug/Narcotic Violations. Officer confiscated illegal drugs.,,Information
3/20/2017,10:59 PM,3/20/2017,10:59 PM,,,
"",,,,Headquarters (41/Alfaro),,Only
"",,,,Freedom Center,,
"",,,,Basketball Court 2017-003680 / Simple Assault. Complainant (Non-GMU) reported being pushed,,
3/20/2017,6:28 PM,3/18/2017,5:00 PM,,,Pending
"",,,,(Science & Tech by an unknown subject. (35/Avery),,
"",,,,Campus),,
"",,,,Johnson2 017-003669 / Theft from Building. Complainant (GMU) reported the theft of an,,
3/20/2017,1:45 PM,2/27/2017,2:45 PM,,,Closed
"",,,,Center unattended cell phone from an unsecured location. (43/Blevins),,
"",,,,CSA Report # 032017-2 / Sexual Assault / Fondling. Mason Police was notified by,,
"",,,,Mason Korea /,,
"",,,Not,a Mason Employee that three complainants (GMU) were sexually assaulted by a,,Information
3/20/2017,9:30 AM,2016 - 2017,,Student Housing,,
"",,,Reported,"known subject over the course of the past year. Due to confidentiality of reporting,",,Only
"",,,,Facility,,
"",,,,limited information is available regarding these incidents.,,
3/20/2017,9:30 AM,3/15/2017,"NotReported","Fairfax Campus /Student HousingFacility","2017-004376 & CSA Report # 032017-1 / Aggravated Assault / Dating Violence.Mason Police was notified by a Mason Employee that a complainant (GMU) wasphysically assaulted by their intimate partner (GMU). Due to confidentiality ofreporting, limited information is available regarding this incident. UPDATE4/3/2017: Victim made formal report to Mason Police. (54/King)",Inactive
"Sunday, March 19, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
No incidents to report.,,,,,,
"Saturday, March 18, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/18/2017,10:40 PM,10:40 PM,3/18/2017,Eagle Bank Arena,"2017-003599 / Simple Assault / Disorderly Conduct. Officers responded to agroup of disorderly subjects (Non-GMU) involved in a physical altercation.(41/Alfaro)",Closed
3/18/2017,7:59 PM,3/18/2017,7:59 PM,Townhouse C,"2017-003593 / Drug/Narcotic Violations. Officer confiscated illegal drugs.(41/Alfaro)",Pending
3/18/2017,10:33 AM,3/18/2017,10:33 AM,"Bull Run Hall(Science & TechCampus)","2017-003576 / Drunkenness. Subject (GMU) was arrested and transported toPrince William County Adult Detention Center for being highly intoxicated inpublic. (34/Ganley)","Cleared byArrest"
3/18/2017,12:10 AM,3/18/2017,12:10 AM,Dominion Hall,"2017-003550 / Drug/Narcotic Violations / Drug Equipment Violations. Subject(GMU) was referred to Office of Student Conduct (OSC) for possessing illegal drugsand drug equipment. (46/Morrison)","Referred toOSC"
"Friday, March 17, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/17/2017,10:03 PM,3/17/2017,10:03 PM,"Ox Road /Braddock Road","2017-003546 / Drug/Narcotic Violations / Drug Equipment Violations. Subject(Non-GMU) was issued a releasable summons for possessing illegal drugs and drugequipment. A second subject (GMU) was referred to Office of Student Conduct(OSC) for the same offense. (41/Alfaro)","Cleared bySummons /Referred toOSC"
3/17/2017,11:39 AM,2014,Unknown,Fairfax Campus,"2017-003526 / Larceny / Embezzlement. Complainant (GMU) reported the theftof state property. (42/Taylor)",Pending
"Thursday, March 16, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/16/2017,9:32 PM,3/16/2017,9:32 PM,Potomac Heights,"2017-003506 / Drug/Narcotic Violations / Drug Equipment Violations. Subject(GMU) was arrested and transported to Fairfax County Adult Detention Center forpossessing illegal drugs and drug equipment. (32/O'Hare)","Cleared byArrest"
"Wednesday, March 15, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
No incidents to report.,,,,,,
"Tuesday, March 14, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/14/2017,12:39 AM,3/14/2017,12:39 AM,Exploratory Hall,"2017-003390 / Drunkenness. Subject (GMU) was issued a releasable summons fordrinking in public. (46/Morrison)","Cleared bySummons"
3/14/2017,12:11 AM,3/14/2017,12:11 AM,Liberty Square,"2017-003389 / Disorderly Conduct. Complainant (GMU) reported a disorderlysubject (GMU). (56/Hagenow)",Pending
"Monday, March 13, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/13/2017,10:06 AM,3/13/2017,10:06 AM,Whitetop,"2017-003371 / Drug/Narcotic Violations / Drug Equipment Violations. Twosubjects (GMU) were issued releasable summonses for possessing illegal drugs anddrug equipment. (12/Guston)","Cleared bySummons"
"Sunday, March 12, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
No incidents to report.,,,,,,
"Saturday, March 11, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/11/2017,7:26 PM,3/11/2017,7:26 PM,"StudentApartment 2","2017-003321 / Drug/Narcotic Violations / Drug Equipment Violations. Subject(GMU) was referred to Office of Student Conduct (OSC) for possessing illegal drugsand drug equipment. (32/O'Hare)","Referred toOSC"
"Friday, March 10, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/10/2017,4:58 PM,"November2016","NotReported","Fairfax Campus /Student HousingFacility","CSA Report # 031017 / Sexual Assault / Rape. Mason Police was notified by aMason Employee that a complainant (GMU) was sexually assaulted by anundisclosed subject in an undisclosed dorm room. Due to confidentiality ofreporting, limited information is available regarding this incident.","InformationOnly"
3/10/2017,12:20 PM,3/10/2017,12:20 PM,"Dominion Hall(Laundry Room)","2017-003275 / Theft from Building. Complainant (GMU) reported the theft ofunattended clothes from an unsecured location.",Inactive
"",,,,,2017-003265 & 2017-003286 / Drug/Narcotic Violations / Medical Assist. Drug,
"",,,,,overdose victim (Non-GMU) was transported by emergency medical personal to,Cleared by
3/10/2017,4:29 AM,3/10/2017,4:29 AM,Townhouses,,
"",,,,,Fairfax Hospital. Case referred to Criminal Investigations Division for drug,Arrest
"",,,,,violations. (41/Alfaro),
"",,,,,2017-003261 / Liquor Law Violations / Drunkenness. Subject (GMU) was issued a,Cleared by
3/10/2017,2:30 AM,3/10/2017,2:30 AM,Ike's,,
"",,,,,summons for being highly intoxicated in public while under age 21. (17/Bietsch),Summons
"",,,,,"Thursday, March 9, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,Presidents Park,2017-003259 / Driving Under the Influence. Subject (GMU) was arrested and,
"",,,,,,Cleared by
3/9/2017,11:55 PM,3/9/2017,11:55 PM,Drive outside of,transported to Fairfax County Adult Detention Center for driving a vehicle while,
"",,,,,,Arrest
"",,,,Ike's,under the influence of alcohol. (41/Alfaro),
"",,,,,2017-003253 / Liquor Law Violations. Subject (GMU) was referred to Office of,
"",,,,Student,,Referred to
3/9/2017,8:48 PM,3/9/2017,8:48 PM,,Student Conduct (OSC) for possessing alcohol while under age 21. A second,
"",,,,Apartments,,OSC
"",,,,,subject (non-GMU) was given a verbal warning for the same offense. (41/Alfaro),
"",,,,,2017-003238 / Driving Under the Influence of Drugs / Drug Equipment,
"",,,,,,Cleared by
"",,,,,Violations. Subject (GMU) was arrested and transported to Fairfax County Adult,
"",,,,Ox Rd /,,Arrest /
3/9/2017,2:47 PM,3/9/2017,2:47 PM,,"Detention Center for driving a vehicle while under the influence of illegal drugs,",
"",,,,University Dr,,Referred to
"",,,,,and also referred to Office of Student Conduct (OSC) for possessing illegal drug,
"",,,,,,OSC
"",,,,,equipment. (12/Guston),
"",,,,Police and Safety,2017-003234 / Fraud. Complainant (GMU) reported receiving a counterfeit bill.,Information
3/9/2017,1:27 PM,3/9/2017,1:27 PM,,,
"",,,,Headquarters,(13/Kessler),Only
"",,,,,2017-003228 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,
"",,,,,,Referred to
3/9/2017,12:43 PM,3/9/2017,12:43 PM,Whitetop Hall,(GMU) was referred to Office of Student Conduct (OSC) for possessing illegal drugs,
"",,,,,,OSC
"",,,,,and drug equipment. (42/Taylor),
"",,,,,"Wednesday, March 8, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-003191 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,
"",,,,Student,,Cleared by
3/8/2017,9:40 PM,3/8/2017,9:40 PM,,(GMU) was issued a releasable summons for possessing illegal drugs and drug,
"",,,,Apartment #5,,Summons
"",,,,,equipment. (41/Alfaro),
"",,,,,2017-003182 / Stalking / Intimidation / Use of Threatening Language Over,
"",,,Multiple,,,Referred to
3/8/2017,8:27 PM,3/8/2017,,Fairfax Campus,Airways. Complainant (GMU) reported receiving multiple unwanted contacts from,
"",,,Times,,,Title IX
"",,,,,a known subject (Non-GMU). (46/Morrison),
"",,,,Eastern Shore,,
"",,,,,2017-003171 / Theft from Building. Complainant (GMU) reported the theft of,Cleared by
3/8/2017,2:42 PM,2/19/107,5:30 PM,(5th floor,,
"",,,,,unattended cash from an unsecured location. (12/Guston),Summons
"",,,,common room),,
"",,3/6/2017 -,,,2017-003170 / Burglary. Complainant (GMU) reported the theft of textbooks from,
3/8/2017,2:16 PM,,Unknown,Robinson-A,,Pending
"",,3/8/2017,,,an office. (42/Taylor),
"",,,,,"Tuesday, March 7, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-003128 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,
"",,,,Rivanna River,,Referred to
3/7/2017,7:44 PM,3/7/2017,7:44 PM,,(GMU) was referred to Office of Student Conduct (OSC) for possessing illegal drugs,
"",,,,Way,,OSC
"",,,,,and drug equipment. (32/O'Hare),
"",,,,Hazel Hall Library,,
"",,,,,2017-003118 / Disorderly Conduct. Subject (Non-GMU) was trespassed from,
3/7/2017,4:13 PM,3/7/2017,4:13 PM,(Arlington,,Closed
"",,,,,GMU property for acting disorderly. (29/Holcomb),
"",,,,Campus),,
"",,,6:40 PM -,Harrison Hall,2017-003117 / Theft from Building. Complainant (GMU) reported the theft of,
3/7/2017,3:54 PM,3/6/2017,,,,Inactive
"",,,9:00 PM,(Laundry room),unattended clothes from an unsecured location. (18/Broughton),
"",,3/6/2017 -,10:30 PM -,,2017-003110 / Destruction/Damage/Vandalism of Property. Complainant (GMU),
3/7/2017,11:01 AM,,,Lot R,,Pending
"",,3/7/2017,10:30 AM,,reported damage to a vehicle. (58/Crice),
"",,,,Robinson B,2017-003107 / Destruction/Damage/Vandalism of Property. Complainant (GMU),
3/7/2017,9:17 AM,3/7/2017,9:17 AM,,,Inactive
"",,,,(Entrance Door),reported graffiti/vandalism on a door. (54/King),
"",,,,,"Monday, March 6, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,No incidents to report.,
"",,,,,"Sunday, March 5, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-003019 / Protection Order Violation. Subject (Non-GMU) was issued an,
"",,,,,,Cleared by
3/5/2017,2:14 PM,3/2/2017,12:52 AM,Fairfax Campus,arrest warrant for violating an existing protection order related to Stalking from,
"",,,,,,Arrest
"",,,,,"February 8, 2017 (see case #2017-001621).",
"",,,,,2017-002982 / Liquor Law Violations / Drunkenness / Possession of Fictitious ID.,
"",,,,,,Cleared by
3/5/2017,1:40 AM,3/5/2017,1:40 AM,Ike's,Subject (GMU) was issued summonses for being highly intoxicated in public while,
"",,,,,,Summons
"",,,,,under age 21 and possessing a fictitious identification card. (56/Hagenow),
"",,,,,2017-002980 / Liquor Law Violations / Drunkenness. Subject (GMU) was arrested,
"",,,,Presidents Park,,Cleared by
3/5/2017,1:08 AM,3/5/2017,1:08 AM,,and transported to Fairfax County Adult Detention Center for being highly,
"",,,,Drive,,Arrest
"",,,,,intoxicated in public while under age 21. (17/Bietsch),
"",,,,,2017-002973 / Liquor Law Violations / Medical Assist. Subject (GMU) was,
"",,,,Lincoln Hall,transported to Fairfax Hospital by emergency medical services for,Cleared by
3/5/2017,12:11 AM,3/5/2017,12:11 AM,,,
"",,,,(Stairwell),overconsumption of alcohol and issued a releasable summons for possessing,Summons
"",,,,,alcohol while under age 21. (41/Alfaro),
"",,,,,"Saturday, March 4, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-002959 / Sexual Assault / Fondling. Complainant (Non-GMU) reported,
"",,,,Near Eagle Bank,,
3/4/2017,9:17 PM,3/1/2017,8:00 PM,,receiving unwanted sexual touching by a known subject (Non-GMU) while visiting,Pending
"",,,,Arena,,
"",,,,,campus. Case referred to Criminal Investigations Division. (19/Dean),
"",,,,,2017-002922 / Liquor Law Violations / Medical Assist. Subject (GMU) was,
"",,,,,transported to Fairfax Hospital by emergency medical services for,Cleared by
3/4/2017,12:46 AM,3/4/2017,12:46 AM,Franklin Hall,,
"",,,,,overconsumption of alcohol and issued a releasable summons for possessing,Summons
"",,,,,alcohol while under age 21. (46/Morrison),
"",,,,,"Friday, March 3, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-002914 / Providing False ID to Law Enforcement / Driving While Suspended,
"",,,,,/ Arrest Warrant Service. Subject (Non-GMU) was arrested and transported to,
"",,,,,Fairfax County Adult Detention Center for driving a vehicle with a suspended,Cleared by
3/3/2017,11:00 PM,3/3/2017,11:00 PM,Lot I,,
"",,,,,license and providing false identification to law enforcement. Subject was also,Arrest
"",,,,,"served an arrest warrant for charges related to Simple Assault from March 1, 2017",
"",,,,,(see case #2017-002820). (56/Hagenow),
"",,,,,"Thursday, March 2, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,Police and Safety,2017-002862 / Possession of Fictitious ID. Subject (GMU) was issued a releasable,Cleared by
3/2/2017,22:15 PM,3/2/2017,22:15 PM,,,
"",,,,Headquarters,summons for possessing a fictitious identification card. (58/Crice),Summons
"",,,2:00 PM -,,2017-002856 / Hit and Run. Complainant (GMU) reported a hit and run of a,
3/2/2017,8:23 PM,3/2/2017,,West Lot,,Closed
"",,,8:00 PM,,vehicle. (18/Broughton),
"",,,12:00 PM -,Rappahannock,2017-002843 / Hit and Run. Complainant (GMU) reported a hit and run of a,
3/2/2017,4:51 PM,3/2/2017,,,,Inactive
"",,,4:40 PM,Garage,vehicle. (18/Broughton),
"",,,,Shenandoah,2017-002831 / Hit and Run. Complainant (GMU) reported a hit and run of a,
3/2/2017,10:51 AM,3/2/2017,10:51 AM,,,Closed
"",,,,Parking Deck,parking garage gate arm. (24/Lee).,
"",,,,,2017-002829 / Simple Assault. Complainant (GMU) reported being grabbed by a,
3/2/2017,9:43 AM,3/1/2017,2:00 PM,Krug Hall,,Pending
"",,,,,known subject (GMU). (54/King),
"",,,,,"Wednesday, March 1, 2017",
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
3/1/2017,11:37 PM,3/1/2017,11:00 PM,Skyline Fitness,"2017-002820 / Simple Assault. Complainant (GMU) reported being hit in the faceby a known subject (Non-GMU). (43/Blevins)","Cleared byArrest"
3/1/2017,10:56 PM,4/30/2017,Unknown,"Outside ofEngineering (BikeRack)","2017-002817 / Larceny. Complainant (GMU) reported the theft of a bicycle from abike rack. (32/O'Hare)",Inactive
3/1/2017,4:56 PM,3/1/2017,4:56 PM,"Rathskeller (Sub-1)","2017-002794 / Simple Assault / Disorderly Conduct. Two subjects (GMU) wereissued releasable summonses for fighting and acting disorderly. (18/Broughton)","Cleared bySummons"
"",,,,,,
*Amendments to the Crime and Fire Log are updated within two business days. Questions? Please contact the Clery Compliance Coordinator at (703) 993-5497 or cleryact@gmu.edu.,,,,,,
"George Mason University Department of Police & Public SafetyDAILY CRIME AND FIRE LOGApril 2017",,,,,,
"Sunday, April 30, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
4/30/2017,7:04 PM,4/30/2017,7:04 PM,Rogers Hall,"2017-005755 / Disorderly Conduct / Intimidation. Complainant (GMU) reported averbal dispute between multiple subjects (GMU and Non-GMU). (38/Rourke)","InformationOnly"
4/30/2017,1:23 AM,4/30/2017,1:23 AM,"Patriot Circle /Rivanna River","2017-005739 / Liquor Law Violations / Drunkenness. Subject (GMU) was arrestedand transported to Fairfax County Adult Detention Center for being highlyintoxicated in public and also referred to Office of Student Conduct (OSC) forpossessing alcohol while under age 21. (41/Alfaro)","Cleared byArrest /Referred toOSC"
"Saturday, April 29, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
4/29/2017,11:05 PM,4/29/2017,11:05 PM,"OutsidePotomac Heights","2017-005729 / Liquor Law Violations. Subject (GMU) was issued a releasablesummons for possessing alcohol while under age 21. (32/O'Hare)","Cleared bySummons"
4/29/2017,10:09 PM,"November2016 -4/28/2017","MultipleTimes","Fairfax Campus /Student HousingFacility","CSA Report #042917 / Stalking. Complainant (GMU) reported receiving unwantedcontact from a known subject (GMU) on multiple occasions. Due to confidentialityof reporting, limited information is available regarding this incident.","Referred toTitle IX"
4/29/2017,5:49 PM,4/29/2017,5:49 PM,"OutsidePotomac Heights","2017-005718 / Possession of Fictitious ID. Subject (Non-GMU) was issued areleasable summons for possessing a fictitious identification card. (32/O'Hare)","Cleared bySummons"
4/29/2017,1:39 AM,4/29/2017,1:39 AM,IKE's,"2017-005699 / Liquor Law Violations / Drunkenness. Subject (GMU) was referredto Office of Student Conduct (OSC) for being highly intoxicated in public whileunder age 21. (41/Alfaro)","Referred toOSC"
"Friday, April 28, 2017",,,,,,
Report Date,"ReportTime","IncidentDate","IncidentTime",Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
4/28/2017,11:08 PM,4/28/2017,11:08 PM,"Patriot Circle /Mattaponi","2017-005680 / Drunkenness. Subject (GMU) was referred to Office of StudentConduct (OSC) for being highly intoxicated in public. (13/Kessler)","Referred toOSC"
"",,,,,2017-005662 / Trespassing / Drunkenness / Disorderly Conduct. Subject (Non-,
"",,,,,GMU) was arrested and transported for Fairfax County Adult Detention Center for,Cleared by
4/28/2017,7:48 PM,4/28/2017,7:48 PM,Outside Fenwick,,
"",,,,,"violating a trespass warning, being highly intoxicated in public, and acting",Arrest
"",,,,,disorderly in public. (46/Morrison),
"",,,,,2017-005653 / Drug/Narcotic Violations / Drug Equipment Violations. Subject,Cleared by
"",,,,,(Non-GMU) was issued a releasable summons for possessing illegal drugs and drug,Summons /
4/28/2017,4:30 PM,4/28/2017,4:30 PM,Lot K,,
"",,,,,equipment. A second subject (GMU) was referred to Office of Student Conduct,Referred to
"",,,,,(OSC) for the same offense. (49/Broughton),OSC
"",,,,,2017-005650 / Drug/Narcotic Violations / Drug Equipment Violations /,
"",,,,,Trespassing. Subject (Non-GMU) was arrested and transported for Fairfax County,Cleared by
4/28/2017,3:51 PM,4/28/2017,3:51 PM,Lot R,,
"",,,,,Adult Detention Center for violating a criminal trespass warning and also given a,Arrest
"",,,,,verbal warning for possessing illegal drugs and drug equipment. (48/Bennett),
"",,4/21/2017 -,,,2017-005637 / Larceny. Complainant (GMU) reported the theft of a secured,
4/28/2017,12:49 PM,,Unknown,Lot K (bike rack),,Pending
"",,4/28/2017,,,bicycle from a bike rack. (42/Taylor),
"",,,,,2017-005624 / Hit and Run / Destruction/Damage/Vandalism of Property.,
"",,4/27/2017 -,6:00 PM -,Shenandoah,,
4/28/2017,7:35 AM,,,,Complainant (GMU) reported a hit and run of a parking garage gate arm.,Pending
"",,4/28/2017,6:00 AM,Parking deck,,
"",,,,,(42/Taylor),
"",,,,,2017-005618 / Drug/Narcotic Violations / Drug Equipment Violations / Liquor,
"",,,,,Law Violations / Possession of Fictitious ID. Subject (GMU) was referred to Office,Referred to
"",,,,Rappahannock,,
4/28/2017,2:04 AM,4/28/2017,2:04 AM,,"of Student Conduct (OSC) for possessing illegal drugs, drug equipment, and alcohol",OSC / Cleared
"",,,,Parking Deck,,
"",,,,,"while under age 21, and also issued a releasable summons for possessing a",by Summons
"",,,,,fictitious identification card. (14/Stampfel),
"",,,,,"Thursday, April 27, 2017",
"",Report,Incident,Incident,,,
Report Date,,,,Location,Case Number / Nature of Case / Brief Description / Officer Unit ID,Status
"",Time,Date,Time,,,
"",,,,,2017-005599 / Drug/Narcotic Violations. Subject (GMU) was referred to Office of,
"",,,,,,Referred to
4/27/2017,9:44 PM,4/27/2017,9:44 PM,Lot A,Student Conduct (OSC) for possessing a small amount of illegal drugs and a second,
"",,,,,,OSC
"",,,,,subject (Non-GMU) was given a verbal warning for the same offense. (58/Crice),
"",,4/21/2017 -,,,2017-005581 / Theft from Building. Complainant (GMU) reported the theft of an,
4/27/2017,3:17 PM,,Unknown,Robinson A,,Inactive
"",,4/23/2017,,,unattended laptop computer and backpack from an unsecured location. (23/Willis),
"",,,,,"Wednesday, April 26, 2017",
"",Report,Incident,Incident,,,
